,error0
0,122.69444444444444
1,40.518248175182485
2,1.025179856115108
3,27.332137853020196
4,8.846153846153847
5,3.7819446176503773
6,9.626339285714286
7,3.3596958174904943
8,2.6666666666666665
9,1.2578593065980872
10,3.6419753086419755
11,1.1136363636363635
12,5.484683794466403
13,12.105667918130072
14,4.9122055239243405
15,28.316497102382485
16,1.899805711596363
17,18.950316387541406
18,1.6471454872183364
19,1.613078018799075
20,3.0420099454265785
21,1.2145149829711122
22,1.4052348985351273
23,3.0357142857142856
24,1.3746147344606918
25,1.625621070543301
26,6.0
27,1.036647460806646
28,12.965686274509803
29,4.35575707054539
30,1.3278593442790985
31,24.89121338912134
32,1.5135490183397815
33,7.0
34,3.466403162055336
35,6.512596655699753
36,3.490194388310523
37,1.876342026908489
38,13.813502109704642
39,22.744511199296486
40,35.56670889109521
41,2.141822201448807
42,10.852095402118888
43,2.0010368299474504
44,3.2060459337875478
45,6.243016759776537
46,44.20052317638042
47,1.6655651024454725
48,1.8881981561545167
49,5.777777777777778
50,9.329395729213994
51,2.965314356377525
52,3.1840569587775813
53,13.531506849315068
54,15.89398600618072
55,1.0781430807977674
56,34.20578300731228
57,2.6353334411558573
58,934.25
59,1.2877516891746816
60,10.732008255699023
61,3.2
62,1.4094028919454165
63,4.464946342087858
64,7.094259030259139
65,1.1757624398073836
66,1.2356459749725335
67,3.031161529699376
68,1.1481283972972292
69,51.5
70,2.4067402155894997
71,2.1265711599310437
72,29.481239014698016
73,1.3768326438114056
74,1.2564753619546059
75,2.7535498930169227
76,1.546622162714783
77,3.4
78,2.7831375838926173
79,1.4741368121282763
80,552.0
81,8.140635356602882
82,26.87666560068223
83,1.2235593342074242
84,2.6348197638581166
85,28.019872544533143
86,1.3700227884814584
87,16.628043568300185
88,27.93425925925926
89,8.747433264887064
90,2.89010989010989
91,4.779411764705882
92,1.3147280841919664
93,45.805882352941175
94,8.414572864321608
95,6.698274415817855
96,1.6582166187263099
97,2.228021978021978
98,1.529518528121577
99,27.87156051877836
100,1.4418645288751633
101,1.778566491183247
102,25.176221021995048
103,13.167312661498707
104,3.254331482424538
105,2.0063061834528795
106,2.842927109287215
107,56.88092335822033
108,8.818440252748234
109,3.3056277760238197
110,5.7894736842105265
111,1.5023381543541823
112,5.583333333333333
113,1.756132359095479
114,203.38789392112966
115,5.115994361191617
116,3.0703125
117,18.735384750836413
118,1.9612078977932637
119,13.640625
120,7.2124125874125875
121,2.258110550742541
122,1.5234902434565951
123,2.2625482625482625
124,5.887744967368561
125,2.1
126,1.0055248618784531
127,14.69140592055326
128,18.759247714048215
129,1.1402725550461603
130,1.1985900278583206
131,4.10825797645453
132,24.265075146627566
133,4.508235294117647
134,3.1589147286821704
135,3.8613053687116934
136,103.40174117228196
137,1.2610508658127444
138,14.894881170018282
139,10.48875440339626
140,1.297902519413398
141,5.608520764889226
142,1.7728423583378015
143,5.295088364555675
144,1.1542396249195614
145,1.2279864135481127
146,27.79201674435175
147,2.413846864401984
148,46.752055613694125
149,3.06115397620731
150,1.4405019711029496
151,1.5204490795025634
152,3.256168130718431
153,1.7299115425631328
154,4.616326969526519
155,1.078247565388445
156,292.0
157,1.9235694020802168
158,1.5242153632737991
159,1.9795945738810545
160,2.02993969141373
161,1.5866439628915594
162,1.6599258510279744
163,25.383802816901408
164,2.784434089232716
165,13.076056338028168
166,22.756756756756758
167,1.3241182197149348
168,46.501954943213555
169,1.1065573770491803
170,4.11726251276813
171,1.7809589082026727
172,15.733333333333333
173,6.807510714026295
174,1.0525932048275135
175,1.5359767327853246
176,10.456300481809368
177,333.8616600790514
178,27.54945236805681
179,1.3411381108054354
180,1.6099855139101071
181,5.653619133239728
182,1.1618115461743572
183,1.8167294063608743
184,1.4590949833742952
185,21.088655862726405
186,3.540599630767486
187,1.2914537102930712
188,2.477363368217877
189,1.3170046547738292
190,1.4633043434948974
191,3.183536726097744
192,2.7830084110321445
193,2.1598161712870025
194,1.0547474321383787
195,1.4369911631921888
196,5.243226799327154
197,5.187164197368773
198,263.8363636363636
199,1.030267534865334
200,1.9197255574614065
201,4.423353087518456
202,57.406240800706506
203,32.17631105084143
204,4.9088675264899075
205,1.0260572694694716
206,1.0171934260429836
207,4.5
208,28.61342062434182
209,1.0656034759326518
